strategy,complexity,workload,seed,read_avg_ms,read_p95_ms,throughput_qps,load_cv,staleness_pct,router_overhead_ms,avg_cpu_pct,total_queries,total_reads,total_writes,errors,duration_s
load_based,simple,read_heavy,242,13.710320086770118,34.12990004289895,3474.415193713257,1.5794942378024333,0.0,0.0027855863085968625,10.644257703081232,2084597,1980070,104527,0,599.984999999986
load_based,simple,read_heavy,342,13.544538718600911,33.67979999165982,3499.9333333333334,1.5776674148566336,0.0,0.0027645637516216194,10.613888888888889,2099960,1995267,104693,0,600.0
load_based,simple,read_heavy,442,13.2730491313517,33.19790004752576,3521.78,1.577051414996342,0.0,0.0027642880124327004,10.644257703081232,2113068,2008054,105014,0,600.0
load_based,simple,read_heavy,542,13.75520497572125,34.274799982085824,3432.3858326352834,1.5781537868684115,0.0,0.0028181167738880004,10.615277777777777,2060396,1957706,102690,0,600.280999999959
round_robin,complex,balanced,142,17182.55814140737,90400.98579996265,4.003237890623851,0.1336398000518746,0.0,0.003580727955345553,8.700819672131148,2631,1821,810,0,657.2179999999935
round_robin,complex,balanced,242,16944.603049701193,84426.4366000425,4.0407043114633385,0.123265947471979,0.0,0.0023636336967767214,9.141666666666666,2637,1837,800,0,652.609000000055
round_robin,complex,balanced,342,15809.388991063039,77704.30460001808,4.316575283147098,0.10706778217045339,0.0,0.0028344756502201515,9.264017273576096,2831,1992,839,0,655.8439999999246
round_robin,complex,balanced,442,16756.37359054111,87370.17200002447,4.121642649556287,0.1270966185873918,0.0,0.0031781358806000763,8.38888888888889,2662,1850,812,0,645.859000000055
round_robin,complex,balanced,542,16436.780441788196,84380.90569991618,4.107897754954315,0.09548265718134782,0.0,0.003193111225797985,9.170765027322405,2715,1924,791,0,660.9220000000205
round_robin,complex,read_heavy,142,5231.177176153242,27697.841300047003,9.900397665432955,0.4668219262477372,0.0,0.003338696464606552,8.080065359477123,6122,5829,293,0,618.359000000055
round_robin,complex,read_heavy,242,4993.230587460899,26958.085499936715,10.373087932440091,0.4641690707969037,0.0,0.0030885592304473646,8.133986928104575,6407,6093,314,0,617.6560000000754
round_robin,complex,read_heavy,342,5024.195581504727,26538.162100012414,10.30040975256538,0.4693123538247853,0.0,0.0033928263052315504,8.047385620915032,6370,6072,298,0,618.4219999999041
round_robin,complex,read_heavy,442,4861.800394867951,25830.88750008028,10.709755604928297,0.45365724229625387,0.0,0.003276629652771773,7.920711974110032,6628,6273,355,0,618.875
round_robin,complex,read_heavy,542,4926.655803389393,25837.7592000179,10.540576369061851,0.46223441797083537,0.0,0.003128389483660551,8.269607843137255,6520,6195,325,0,618.5620000000345
